PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Saiz-González, P; Fernández-Río, J; Iglesias, D				Saiz-Gonzalez, Pablo; Fernandez-Rio, Javier; Iglesias, Damian			Lessons from COVID's social distancing in the Physical Education class	APUNTS EDUCACION FISICA Y DEPORTES												The present study aimed to analyze the impact of maintaining or not social distancing on the satisfaction of basic psychological needs and the intention to be physically active of Primary Education students in Physical Education. A quasi-experimental design with pre-test-post-test measures was used. A total of 149 students (72 boys, 77 girls; 9-12 years old) from eight classes of a school in northern Spain (75 in 5th grade, 74 in 6th grade) participated. The data obtained are the result of the comparison between two eight-session educational interventions: one in the experimental group (n = 74), in which social distancing was maintained at all times, and another one in the control group (n = 75), where the same proposals were developed, but social distancing was not maintained. It was found that no variable was affected by the maintenance of social distancing and, in addition, the students' competence-satisfaction increased significantly only in the group that experienced it. Thus, this study found that, contrary to expectations, due to the "social" nature of the subject, the imposed distancing had no negative effects in the short term.					Saiz-González, Pablo/GQY-6197-2022; Saiz-González, Pablo/AAE-1818-2021	Saiz-González, Pablo/0000-0001-6729-8065; Saiz-González, Pablo/0000-0001-6729-8065													1577-4015	2014-0983				OCT-DEC	2023		154					52	60		10.5672/apunts.2014-0983.es.(2023/4).154.05	http://dx.doi.org/10.5672/apunts.2014-0983.es.(2023/4).154.05													WOS:001094067500005
J	Kirkpatrick, A; Onyeze, C; Kartchner, D; Allegri, S; An, DN; McCoy, K; Davalbhakta, E; Mitchell, CS				Kirkpatrick, Anna; Onyeze, Chidozie; Kartchner, David; Allegri, Stephen; An, Davi Nakajima; McCoy, Kevin; Davalbhakta, Evie; Mitchell, Cassie S.			Optimizations for Computing Relatedness in Biomedical Heterogeneous Information Networks: SemNet 2.0	BIG DATA AND COGNITIVE COMPUTING												Literature-based discovery (LBD) summarizes information and generates insight from large text corpuses. The SemNet framework utilizes a large heterogeneous information network or "knowledge graph" of nodes and edges to compute relatedness and rank concepts pertinent to a user-specified target. SemNet provides a way to perform multi-factorial and multi-scalar analysis of complex disease etiology and therapeutic identification using the 33+ million articles in PubMed. The present work improves the efficacy and efficiency of LBD for end users by augmenting SemNet to create SemNet 2.0. A custom Python data structure replaced reliance on Neo4j to improve knowledge graph query times by several orders of magnitude. Additionally, two randomized algorithms were built to optimize the HeteSim metric calculation for computing metapath similarity. The unsupervised learning algorithm for rank aggregation (ULARA), which ranks concepts with respect to the user-specified target, was reconstructed using derived mathematical proofs of correctness and probabilistic performance guarantees for optimization. The upgraded ULARA is generalizable to other rank aggregation problems outside of SemNet. In summary, SemNet 2.0 is a comprehensive open-source software for significantly faster, more effective, and user-friendly means of automated biomedical LBD. An example case is performed to rank relationships between Alzheimer's disease and metabolic co-morbidities.						McCoy, Kevin/0000-0002-3570-6826; Mitchell, Cassie/0000-0002-5472-6355; Davalbhakta, Evie/0000-0003-2933-5966														2504-2289				MAR	2022	6	1							27	10.3390/bdcc6010027	http://dx.doi.org/10.3390/bdcc6010027								35936510					WOS:000776110400001
J	Gernhardt, A; Rübeling, H; Keller, H				Gernhardt, Ariane; Ruebeling, Hartmut; Keller, Heidi			Self- and family-conceptions of Turkish migrant, native German, and native Turkish children: A comparison of children's drawings	INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS												The aim of the present study was to investigate the cultural conception of self and family held by Turkish migrant preschool children in comparison with native German and native Turkish children by the assessment of self- and family-drawings. The final sample consisted of 40 Turkish migrant children, 56 German urban middle-class children, 47 German rural children, 61 Turkish urban middle-class children, and 21 Turkish rural children. The children of the five cultural milieus did not differ in age, gender distribution, or human figure drawing ability. Besides the drawings, the mothers' sociocultural orientation was assessed, as well as migrant mothers' involvement in the German and Turkish cultures. The results revealed similarities between Turkish migrant children's self- and family-depictions with those of children from their culture of origin, particularly in some categorical features such as gender-specific characteristics, torso type, and neighbors. On the other hand, however, the drawings differed from those of Turkish rural children in the size of the depicted self. These findings are in line with the specific ecocultural context and the cultural orientation of Turkish migrant families toward psychological autonomy and hierarchical relatedness. It can therefore be concluded that Turkish migrant children's drawings are influenced by both their culture of origin, probably mediated by their familial socialization, and their social experiences in Germany. (C) 2014 Elsevier Ltd. All rights reserved.																			0147-1767	1873-7552				MAY	2014	40						154	166		10.1016/j.ijintrel.2013.12.005	http://dx.doi.org/10.1016/j.ijintrel.2013.12.005													WOS:000337936400013
J	Corradini, C; Santini, E; Vecciolini, C				Corradini, Carlo; Santini, Erica; Vecciolini, Claudia			The geography of Industry 4.0 technologies across European regions	REGIONAL STUDIES												This paper investigates the spatial distribution of Industry 4.0 (I4.0) considering both region- and technology-specific factors. Focusing on patent data for four technologies at the core of I4.0 between 2000 and 2014, we provide evidence of their uneven distribution across NUTS-2 European regions. Our analysis confirms the role of regional absorptive capacity, cognitive and spatial proximity as drivers of I4.0 knowledge flows, but also indicates important variations among these technologies. Cumulated technological capabilities and spatial proximity exert a stronger effect on the diffusion of robots and 3D printing, whereas big data and the Internet of Things tend to be more spatially distributed.						SANTINI, ERICA/0000-0001-5662-0119; Vecciolini, Claudia/0000-0002-4624-1876													0034-3404	1360-0591				NOV 2	2021	55	10-11			SI		1667	1680		10.1080/00343404.2021.1884216	http://dx.doi.org/10.1080/00343404.2021.1884216		MAR 2021											WOS:000625514100001
J	Mombaers, T; Donche, V				Mombaers, Tine; Donche, Vincent			Hospital School Students' Academic Motivation and Support Needs: A Self-Determination Perspective	FRONTIERS IN EDUCATION												In contrast with the plethora of studies on the academic motivation of regular students in regular educational settings, this study aims to shed light on the motivation and educational support needs of chronically ill children in hospital schools. This in-depth qualitative study seeks to explore whether the expected motivational dimensions central in SDT research are present in this specific population and setting and if the expected relationships with 'needs' are present. In contrast with research on academic motivation and needs in common classrooms, research on hospital schools is very scarce. Using the theoretical framework of self-determination theory, we investigated the presence of different types of motivation linked with ABC. More specifically, we investigated students' motivational types linked with the educational support needs that they expect their hospital school teacher(s) to address. A purposive selected sample of six students with severe chronic or long-term illnesses from three different hospital schools in Flanders (Belgium) was interviewed, using elicitation techniques to further deepen the data collection. Despite their chronic illnesses, all participating students were academically motivated, although some students indicated that not feeling well could cause temporary motivational regression. We were able to distinguish differences in motivation and expected need support. More controlled motivated students from the university hospital schools indicated a preference for support in terms of relatedness. More autonomously motivated students from a hospital school within a revalidation center showed more autonomous motivation and preferred competence support, instead of the autonomy-support that would be expected according to self-determination theory.						Donche, Vincent/0000-0002-9405-3896														2504-284X				JUL 14	2020	5								106	10.3389/feduc.2020.00106	http://dx.doi.org/10.3389/feduc.2020.00106													WOS:000682589300001
J	Yong, ST; Tiong, KM				Yong, Su Ting; Tiong, Kung Ming			A Blended Learning Approach: Motivation and Difficulties in Learning Programming	INTERNATIONAL JOURNAL OF INFORMATION AND COMMUNICATION TECHNOLOGY EDUCATION												This study explored students' motivation and difficulties in learning programming in a blended learning environment. The face-to-face classroom instructions were blended with digital learning instructions. The study adopted a convergent parallel design mixed methods research and involved 209 pre-university students. The findings were as follows: (1) Looping was hard. Students faced difficulties in program design, problem-solving, and debugging of repetition structures. (2) Students with prior programming experience were more motivated to learn by innate psychological needs: autonomy and competence. (3) Competence-motivated students performed better in programming, but no significant findings for autonomy and relatedness motivated students. A blended learning environment must be structured around the nature of the subject to satisfy students' innate psychological needs. Digital learning materials can support understanding of certain programming concepts, but teaching instructors play an important role in providing academic, mental, and emotional support.																			1550-1876	1550-1337					2022	18	1								10.4018/IJICTE.301276	http://dx.doi.org/10.4018/IJICTE.301276													WOS:000915762800001
J	Hausmann, R; Hidalgo, CA				Hausmann, Ricardo; Hidalgo, Cesar A.			The network structure of economic output	JOURNAL OF ECONOMIC GROWTH												Much of the analysis of economic growth has focused on the study of aggregate output. Here, we deviate from this tradition and look instead at the structure of output embodied in the network connecting countries to the products that they export. We characterize this network using four structural features: the negative relationship between the diversification of a country and the average ubiquity of its exports, and the non-normal distributions for product ubiquity, country diversification and product co-export. We model the structure of the network by assuming that products require a large number of non-tradable inputs, or capabilities, and that countries differ in the completeness of the set of capabilities they have. We solve the model assuming that the probability that a country has a capability and that a product requires a capability are constant and calibrate it to the data to find that it accounts well for all of the network features except for the heterogeneity in the distribution of country diversification. In the light of the model, this is evidence of a large heterogeneity in the distribution of capabilities across countries. Finally, we show that the model implies that the increase in diversification that is expected from the accumulation of a small number of capabilities is small for countries that have a few of them and large for those with many. This implies that the forces that help drive divergence in product diversity increase with the complexity of the global economy when capabilities travel poorly.					Hidalgo, Cesar A./B-5155-2009	Hidalgo, Cesar A./0000-0002-6977-9492; /0000-0002-6031-5982													1381-4338					DEC	2011	16	4					309	342		10.1007/s10887-011-9071-4	http://dx.doi.org/10.1007/s10887-011-9071-4													WOS:000296791600002
C	Sampaio, VSDL; Fileto, R; de Macedo, DDJ			Assoc Comp Machinery	Sampaio, Vanderson S. de O. L.; Fileto, Renato; de Macedo, Douglas D. J.			A Method to Estimate Entity Performance from Mentions to Related Entities in Texts on the Web	IIWAS2019: THE 21ST INTERNATIONAL CONFERENCE ON INFORMATION INTEGRATION AND WEB-BASED APPLICATIONS & SERVICES					21st International Conference on Information Integration and Web-Based Applications and Services (iiWAS)	DEC 02-04, 2019	Munich, GERMANY	Assoc Comp Machinery				Publications on the Web can influence the public opinion about certain entities (e.g., politicians, institutions). At the same time, a variety of indicators can be extracted from these publications and used to estimate entity performance (e.g., popularity, votes share). This work proposes an automatic method that employs state-of-the-art natural language processing tools to extract indicators about entities mentioned in texts, for estimating the performance of these entities or semantically related ones. Our method calculates performance metrics from performance indicators consolidated for semantically related entities, assess correlations of these consolidated metrics with ground true performance, and uses these metrics to predict certain fluctuations in entity performance. Experimental results in a case study on politics show that consolidated metrics for several interrelated entities are better correlated to observed real performance measures of some target entities and lead to better predictions, than metrics for just one entity.					de Macedo, Douglas D. J./AAC-1348-2019; Sampaio, Vanderson/M-4337-2015	de Macedo, Douglas D. J./0000-0002-3237-4168; Sampaio, Vanderson/0000-0001-7307-8851															978-1-4503-7179-7				2019							267	276		10.1145/3366030.3366079	http://dx.doi.org/10.1145/3366030.3366079													WOS:000627565500035
J	Wendt, EV; Walper, S				Wendt, Eva-Verena; Walper, Sabine			Predictors of adolescents' contraceptive behavior: individual, family- and partnership-related risk factors	ZEITSCHRIFT FUR SOZIOLOGIE DER ERZIEHUNG UND SOZIALISATION												While several studies in recent years point to a mostly responsible use of contraceptives for the majority of adolescents in Germany, there is indication for risk groups failing in consistent contraceptive behavior. This study examines a wide range of personality-, family-, and partnership-related predictors of contraceptive behavior in a sample of 1.137 sexually active, heterosexual 16-18 year-olds from the German Family Panel pairfam. Overall 72.4 % of the sexually active youths practiced very consistent contraception in the past 3 months, while 27.4 % reported practicing it less consistently or not at all. Logistic regressions revealed that consistent contraception is best practiced in the context of an ongoing partnership. For males, level of school education, young age at first intercourse (max. 14 years), and conscientiousness also matter. Neither partnership-related factors (duration, related-ness) proved relevant nor features of the family such as economic deprivation, nuclear family type or migration status.																			1436-1957						2015	35	3					252	267																WOS:000360326000003
J	Maddens, L; Depaepe, F; Raes, A; Elen, J				Maddens, Louise; Depaepe, Fien; Raes, Annelies; Elen, Jan			Fostering students' motivation towards learning research skills: the role of autonomy, competence and relatedness support	INSTRUCTIONAL SCIENCE												In order to design learning environments that foster students' research skills, one can draw on instructional design models for complex learning, such as the 4C/ID model (in: van Merrienboer and Kirschner, Ten steps to complex learning, Routledge, London, 2018). However, few attempts have been undertaken to foster students' motivation towards learning complex skills in environments based on the 4C/ID model. This study explores the effects of providing autonomy, competence and relatedness support (in Deci and Ryan, Psychol Inquiry 11(4): 227-268, https://doi.org/10.1207/S15327965PLI1104_01, 2000) in a 4C/ID based online learning environment on upper secondary school behavioral sciences students' cognitive and motivational outcomes. Students' cognitive outcomes are measured by means of a research skills test consisting of short multiple choice and short answer items (in order to assess research skills in a broad way), and a research skills task in which students are asked to integrate their skills in writing a research proposal (in order to assess research skills in an integrative manner). Students' motivational outcomes are measured by means of students' autonomous and controlled motivation, and students' amotivation. A pretest-intervention-posttest design was set up in order to compare 233 upper secondary school behavioral sciences students' outcomes among (1) a 4C/ID based online learning environment condition, and (2) an identical condition additively providing support for students' need satisfaction. Both learning environments proved equally effective in improving students' scores on the research skills test. Students in the need supportive condition scored higher on the research skills task compared to their peers in the baseline condition. Students' autonomous and controlled motivation were not affected by the intervention. Although, unexpectedly, students' amotivation increased in both conditions, students' amotivation was lower in the need supportive condition compared to students in the baseline condition. Theoretical relationships were established between students' need satisfaction, students' motivation (autonomous, controlled, and amotivation), and students' cognitive outcomes. These findings are discussed taking into account the COVID-19 affected setting in which the study took place.						depaepe, fien/0000-0001-5440-1318; Raes, Annelies/0000-0001-9237-9385													0020-4277	1573-1952				FEB	2023	51	1					165	199		10.1007/s11251-022-09606-4	http://dx.doi.org/10.1007/s11251-022-09606-4		DEC 2022						36589895					WOS:000903480900001
J	Romao, J				Romao, Joao			Variety, Smart Specialization and Tourism Competitiveness	SUSTAINABILITY												This work analyzes how regional tourism dynamics (demand, supply and specialization) and innovation performance may influence tourism competitiveness. The novelty and originality of the analysis is the inclusion of aspects related to the sectorial priority options defined within smart specialization strategies in European regions as potential explanatory factors. By using a panel data model and focusing on regions where tourism is one of the priority sectors for Regional Innovation Strategies (RIS3, 2014-2020), the results reveal positive impacts of tourism demand, supply and specialization on the value added produced by tourism activities. Moreover, immaterial aspects related to the qualification of the regional labor force and innovation dynamics (investment in research in development) also exert a positive impact on tourism competitiveness. The novel results obtained regarding the impacts of smart specialization strategies show a high potential of the tourism sector to benefit from geographical, cultural and institutional forms of proximity. The results also suggest that knowledge externalities arising from interactions with both related or unrelated sectors-by exploiting interactions and connectivity with sectors with both low and high cognitive distances-may emerge.					Romao, Joao/M-4317-2013	Romao, Joao/0000-0001-6024-2624														2071-1050				JUL	2020	12	14							5765	10.3390/su12145765	http://dx.doi.org/10.3390/su12145765													WOS:000555945200001
J	Zamarripa, J; Rodríguez-Medellín, R; Otero-Saborido, F				Zamarripa, Jorge; Rodriguez-Medellin, Rene; Otero-Saborido, Fernando			Basic Psychological Needs, Motivation, Engagement, and Disaffection in Mexican Students During Physical Education Classes	JOURNAL OF TEACHING IN PHYSICAL EDUCATION												Purpose: To test a structural equations model that analyzes the effects from satisfaction and frustration of the basic psychological needs on motivation types and the same effects on engagement and disaffection in physical education class, and to validate invariance among gender groups. Method: The participants were 1,470 fifth- and sixth-grade students from elementary schools in the metropolitan area of Monterrey, Nuevo Leo ' n, Mexico. Results: The model showed satisfactory data fit. The results underscore the importance of fulfilling basic psychological needs to generate both autonomous motivation and engagement, as well as to prevent amotivation and disaffection in the students, regardless of sex. Discussion/Conclusion: The findings were discussed and are deemed consistent with other studies, sustaining the idea of basic psychological needs universality as set forth by the self-determination theory.					Zamarripa, Jorge/G-9996-2017	Zamarripa, Jorge/0000-0002-3236-3362													0273-5024	1543-2769				JUL	2022	41	3					436	445		10.1123/jtpe.2021-0006	http://dx.doi.org/10.1123/jtpe.2021-0006													WOS:000965319900011
J	Wu, SH; Huang, XL; Fan, D; Li, YJ; Su, YY				Wu, Sihong; Huang, Xinli; Fan, Di; Li, Yongjian; Su, Yiyi			Cluster linkages in the global production networks: Exploring the impacts on the expansion of emerging market multinationals	TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW												The past two decades have witnessed the rapid penetration of emerging market multinational enterprises (EMNEs) into global production networks. Although existing literature documents the agglomeration effect of industrial clusters in affecting firms' strategic decisions, less is known about how the heterogeneous cluster linkages at the national level affect the foreign market expansion of EMNEs. Based on a supply chain perspective, this study investigates the different cluster linkages between countries based on their upstream/downstream relations. We find that upstream-downstream (U-D) cluster linkages reduce the EMNEs' expansionary entries into a foreign country, while the downstream-upstream (D-U) linkages lead to an increase in expansionary entries. These relationships are adversely moderated by firm-cluster relatedness. We also find that the expansionary entries of EMNEs positively affect their performance, and the relationship is moderated by the institutional environments in host countries. In summary, this study informs a more holistic understanding of the complexity of global production networks, considering the interplay between firms, clusters, and institutions.					Li, Yongjian/AAE-6685-2021; Fan, Di/HNS-3048-2023; Wu, Sihong/ABI-1821-2020	Fan, Di/0000-0003-2737-4136; Wu, Sihong/0000-0003-3070-8715; Huang, Xinli/0000-0002-3942-6864; Li, Yongjian/0000-0002-5619-7514													1366-5545	1878-5794				MAR	2023	171								103039	10.1016/j.tre.2023.103039	http://dx.doi.org/10.1016/j.tre.2023.103039		FEB 2023											WOS:000989325700001
J	Hastie, P; Hu, AY; Liu, HR; Zhou, S				Hastie, Peter; Hu, Anyi; Liu, Hairui; Zhou, Shu			Incorporating Sport Education within a physical education sports club in China	CURRICULUM STUDIES IN HEALTH AND PHYSICAL EDUCATION												The goal of China's new guidelines for physical education within universities is to promote greater levels of active engagement and an emphasis on the development and cultivation of students' individual abilities. This study follows an engagement perspective to examine the responses of stakeholders to the incorporation of the essential elements of Sport Education within an elective physical education basketball sports club. Participants were 152 students who after five weeks of term could elect to participate in a Sport Education season or continue to practice individually. Dependent measures included club attendance, students' perceptions of competence, knowledge/understanding and enjoyment of basketball. In addition, the teacher kept a reflective log across the season and participated in a formal interview at season's end. The students who participated in the Sport Education option had significantly greater attendance than their skill practice classmates. Further, they reported significant improvements in competence, as well as a higher level of enjoyment over their previous college physical education experience. These results demonstrate that highly autonomous format of the basketball club is conducive in supporting students' engagement in physical education.					Liu, Hairui/ADG-5223-2022	Liu, Hairui/0000-0002-0497-3622; Hastie, Peter/0000-0002-3727-6006													2574-2981	2574-299X				MAY 3	2020	11	2					129	144		10.1080/25742981.2020.1751668	http://dx.doi.org/10.1080/25742981.2020.1751668													WOS:000710541500004
B	Beaven, T; Codreanu, T; Creuzé, A		Monje, EM; Madera, EB		Beaven, Tita; Codreanu, Tatiana; Creuze, Alix			Motivation in a Language MOOC: Issues for Course Designers	LANGUAGE MOOCS: PROVIDING LEARNING, TRANSCENDING BOUNDARIES												Whilst several existing studies on foreign language learning have explored motivation in more traditional settings (Dornyei, 2003), this paper presents one of the first studies on the motivation of participants in a MOOC. The MOOC, Travailler en francais (https://sites.google.com/site/mooctravailleren-francais/home), was a 5-week open online course for learners of French at level B1 of the CEFR, and aimed to develop language and employability skills for working in a francophone country. It took place in early 2014 and attracted more than 1000 participants. Intrinsic motivation (Wigfield & Eccles, 2000) is directly linked to one's enjoyment of accomplishing a task. We conducted a study based on the cognitive variables of the Self-Determination Theory (Deci & Ryan, 1985), and adapted the Intrinsic Motivation Inventory to the context of a MOOC in order to understand the expectancy beliefs and task values of participants engaging with the MOOC. Participants answered a 40 Likert-type questions on enjoyment/interest (i.e. I will enjoy doing this MOOC very much), perceived competence (i.e. I think I will be able to perform successfully in the MOOC), effort (i.e. I will put a lot of effort in this MOOC), value/usefulness (i.e. I think that doing this MOOC will be useful for developing my skills), felt pressure and tension (i.e. I think I might feel pressured while doing the MOOC) and relatedness (i.e. I think I will feel like I can really trust the other participants). Results highlight significant factors that could directly influence intrinsic motivation for learning in a MOOC environment. The chapter makes recommendations for LMOOC designers based on the emerging profile of MOOC participants, on their motivation and self-determination, as well as on the pressures they might feel, including time pressures. Finally, the extent to which participants relate to each other, and are able to engage in social learning and interaction, is a real challenge for LMOOC designers.						Beaven, Tita/0000-0002-9074-8789															978-3-11-042006-7; 978-3-11-042250-4				2014							48	66				10.2478/9783110420067												WOS:000465387900004
C	Jackson, B; Hecht, B			Assoc Comp Machinery	Jackson, Bret; Hecht, Brent			Cartograph: Unlocking Thematic Cartography Through Semantic Enhancement	IUI'17: PROCEEDINGS OF THE 22ND INTERNATIONAL CONFERENCE ON INTELLIGENT USER INTERFACES					22nd International Conference on Intelligent User Interfaces (IUI)	MAR 13-16, 2017	Limassol, CYPRUS	ACM SIGCHI, ACM SIGAI, Assoc Comp Machinery				This paper introduces Cartograph, a visualization system that harnesses the vast amount of world knowledge encoded within Wikipedia to create thematic maps of almost any data. Cartograph extends previous systems that visualize non-spatial data using geographic approaches. While these systems required data with an existing semantic structure, Cartograph unlocks spatial visualization for a much larger variety of datasets by enhancing input datasets with semantic information extracted from Wikipedia. Cartograph's map embeddings use neural networks trained on Wikipedia article content and user navigation behavior. Using these embeddings, the system can reveal connections between points that are unrelated in the original data sets, but are related in meaning and therefore embedded close together on the map. We describe the design of the system and key challenges we encountered, and we present findings from an exploratory user study.																					978-1-4503-4348-0				2017							179	190		10.1145/3025171.3025233	http://dx.doi.org/10.1145/3025171.3025233													WOS:000458177700019
J	Liao, C; Nong, LY; Wu, YF; Wu, YT; Ye, JH				Liao, Chen; Nong, Liying; Wu, Yu-Feng; Wu, Yu-Tai; Ye, Jian-Hong			The Relationships between University Students' Physical Activity Needs, Involvement, Flow Experience and Sustainable Well-Being in the Post-Pandemic Era	SUSTAINABILITY												As the global sustainable development agenda advances, having a healthy lifestyle has become an important part of the common pursuit. Physical activity needs and experiences are becoming increasingly diverse, yet there is a paucity of research on issues associated with university students' physical activity needs, and their perceptions of their physical activity needs and sustainable well-being are not yet fully understood. Therefore, this study combines Self-Determination Theory with the existence, relatedness, and growth (ERG) Theory of Needs to explore the mediating effects of different variables on the relationship between university students' physical activity needs and sustainable well-being. A total of 900 Chinese university students were invited through an online survey to participate in this study, and the collected data were validated with a structural equation model. According to the results of the study, it was found that the level of involvement and flow experience in university students' sports activities have a mediating effect on the relationship between needs and sustainable well-being. Therefore, educators can enhance the level of sustainable well-being by stimulating university students' physical activity needs and improving their level of involvement and participation experience.					Wu, Yu-Feng/AHH-2503-2022; Ye, Jian-Hong/HMV-5159-2023	Wu, Yu-Feng/0000-0001-5688-0500; Ye, Jian-Hong/0000-0003-2356-4952														2071-1050				MAY 28	2023	15	11							8719	10.3390/su15118719	http://dx.doi.org/10.3390/su15118719													WOS:001005627700001
J	Lee, N				Lee, Neil			Global production networks meets evolutionary economic geography	REGIONAL STUDIES												Two of the canonical approaches in regional studies are global production networks (GPNs) and evolutionary economic geography (EEG). Recent geopolitical and economic events have shown the importance of both theories in explaining regional economic change. Yet they remain discrete and separate, and there is now consensus that, together, they could explain more. A vibrant debate on the relationship between these two approaches is needed, starting with identifying unifying themes and areas of analytical difference, to develop a research agenda for future work which can better explain regional change.																			0034-3404	1360-0591				2024 MAR 9	2024										10.1080/00343404.2024.2316175	http://dx.doi.org/10.1080/00343404.2024.2316175		MAR 2024											WOS:001177546800001
J	Kim, DY; Davis, SM				Kim, Dong-Young; Davis, Sean M.			Acquisition experience and production resource efficiency: Evidence from US manufacturing industries	JOURNAL OF MANUFACTURING TECHNOLOGY MANAGEMENT												Purpose The purpose of this paper is to explore how the acquisition experience - an acquiring firm's experience of acquiring and integrating the resources of an acquired firm - affects the production resource efficiency of the acquiring firm. Design/methodology/approach The authors used data obtained from US manufacturing industries over the 1992-2014 period. The sample includes 784 acquisitions by 417 firms. The proposed hypotheses were tested through econometric analysis. Findings Results show that the acquisition experience has a positive association with production resource efficiency. The acquisition experience is most positively associated with acquiring firms' production efficiency when they successfully accomplished previous performance outcomes. While the literature has recognized the relatedness of acquiring and acquired firms as a contextual moderator, the interaction of the related acquisition and the acquisition experience has no impact on efficiency benefits. Originality/value This study enhances the understanding of how prior acquisition experience can be leveraged by acquiring firms to gain efficiency benefits in the manufacturing industry.																			1741-038X	1758-7786					2019	30	4					772	795		10.1108/JMTM-09-2018-0321	http://dx.doi.org/10.1108/JMTM-09-2018-0321													WOS:000471073800007
J	El Allali, N; Fariss, M; Asaidi, H; Bellouki, M				El Allali, Naoufal; Fariss, Mourad; Asaidi, Hakima; Bellouki, Mohamed			A Hybrid Similarity Measure for Dynamic Service Discovery and Composition based on Mobile Agents	INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS												With the ever-present competition among companies, the prevalence of web services (WSs) is increasing dramatically. This leads to the diversity of the similar services and their developed nature, which makes the discovery of a relevant service during the composition phase a complex task. Since most of the competition companies aim to discover high-quality services with minimum charges in order to increase the number of customers and their profit. The semantic WSs allow performing dynamic service discovery through the entities software and intelligent agents. However, the solutions provided to the discovery process are limited to their performance in terms of the quickness to respond to the request in real-time, without considering the constraints such as the accuracy in the discovery phase and the quality of the similarity mechanism evaluation. They usually are based on the similarity measure of distance between concepts in the ontology instead of taking into consideration the relationships semantically and the strength of the semantic relationship between concepts in the context. In this paper, we proposed a novel hybrid semantic similarity method to improve the service discovery process. The hybrid method is applied to an architecture based on mobile agents, where cooperative agents are integrated to facilitate and speed up the discovery process. In the first hybrid method, we defined the Latent Semantic Analysis (LSA) with a semantic relatedness measure to avoid the ambiguity of the terms and obtain a purely semantic relatedness at level of the service description. The second one is defined to analyze the relationships at the level of the I/O service based on the subsumption reasoning, called IO-MATCHING. Experimental results on a real data set demonstrate that our solution outperforms the state-of-the-art approaches in terms of precision, recall, F-measure, and consumed time of the service discovery.					Mourad, FARISS/KBR-1764-2024														2158-107X	2156-5570				DEC	2021	12	12					94	103																WOS:000738710600013
J	Böhmer, N; Schinnenburg, H				Bohmer, Nicole; Schinnenburg, Heike			Career decisions of Indian female talent: implications for gender-sensitive talent management	EMPLOYEE RELATIONS												Purpose Talent scarcity in emerging economies such as India poses challenges for companies, and limited labour market participation among well-educated women has been observed. The reasons that professionals decide not to pursue a further corporate career remain unclear. By investigating career decision-making, this article aims to highlight (1) the contextual factors that impact those decisions, (2) individuals' agency to handle them and (3) the implications for talent management (TM). Design/methodology/approach Following a qualitative research design, computer-aided analysis was conducted on interviews with 24 internationally experienced Indian business professionals. A novel application of neo-institutionalism in the Indian context was combined with the family-relatedness of work decisions (FRWD) model. Findings Career decisions indicate that rebellion against Indian societal and family expectations is essential to following a career path, especially for women. TM as part of the current institutional framework serves as a legitimising facade veiling traditional practices that hinder females' careers. Research limitations/implications Interviewees adopted a retrospective perspective when describing their career decisions; therefore, different views might have existed at the moment of decision-making. Practical implications Design and implementation of gender-sensitive TM adjusted to fit the specific Indian context can contribute to retaining female talent in companies and the labour market. Originality/value The importance of gender-sensitive TM can be concluded from an empirical study of the context-based career decision-making of experienced business professionals from India. The synthesis of neo-institutionalism, the FRWD model and the research results provides assistance in mapping talent experiences and implications for overcoming the challenges of talent scarcity in India.					Böhmer, Nicole Elisabeth/ABG-5647-2021	Böhmer, Nicole Elisabeth/0000-0003-1282-2047; Schinnenburg, Heike/0000-0002-3270-2248													0142-5455	1758-7069				JAN 4	2021	43	1					319	335		10.1108/ER-12-2018-0344	http://dx.doi.org/10.1108/ER-12-2018-0344		JUL 2020											WOS:000556960900001
